Log file store in ,/logs/log_Chi2_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	3	Chi2	50	1,0	1,0	0,8451612903225807	0,9138333333333333	0,47176241874694824
19	4	Chi2	50	1,0	1,0	0,8580645161290322	0,9300000000000002	0,4578273296356201
19	5	Chi2	50	1,0	0,9999999999999999	0,8129032258064516	0,8926666666666666	0,4215996265411377

Log file store in ,/logs/log_Chi2_50_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	1,0	0,7961783439490446	0,8850714749837557	2,2095553874969482
42	2	ALL	4635	1,0	0,9999999999999999	0,7515923566878981	0,8652534113060429	2,1801953315734863
42	3	ALL	4635	1,0	1,0	0,8774193548387097	0,92975	2,252789258956909
42	4	ALL	4635	1,0	1,0	0,7806451612903226	0,9125	2,21395206451416
42	5	ALL	4635	1,0	1,0	0,8064516129032258	0,9038333333333333	2,2172811031341553

42	1	Chi2	50	1,0	1,0	0,7898089171974523	0,8953053931124106	0,47823548316955566
42	2	Chi2	50	1,0	1,0	0,7834394904458599	0,8428362573099415	0,5117194652557373
42	3	Chi2	50	1,0	1,0	0,8516129032258064	0,9231666666666666	0,42209315299987793
42	4	Chi2	50	0,9983974358974359	1,0	0,832258064516129	0,9230833333333334	0,5128839015960693
42	5	Chi2	50	1,0	1,0	0,8064516129032258	0,8894166666666666	0,5239686965942383

Log file store in ,/logs/log_Chi2_50_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	1,0	0,802547770700637	0,8931124106562703	2,226529598236084
69	2	ALL	4635	1,0	1,0	0,7834394904458599	0,8655782975958415	2,1496846675872803
69	3	ALL	4635	1,0	1,0	0,8838709677419355	0,9340833333333334	2,2325778007507324
69	4	ALL	4635	1,0	0,9999999999999999	0,8064516129032258	0,9158333333333334	2,2297422885894775
69	5	ALL	4635	1,0	1,0	0,7870967741935484	0,9005833333333333	2,194321393966675

69	1	Chi2	50	1,0	0,9999999999999999	0,7898089171974523	0,8977420402859	0,46173882484436035
69	2	Chi2	50	1,0	1,0	0,7770700636942676	0,8520955165692008	0,5151422023773193
69	3	Chi2	50	1,0	1,0	0,832258064516129	0,926	0,5213651657104492
69	4	Chi2	50	1,0	1,0	0,8516129032258064	0,92925	0,5309662818908691
69	5	Chi2	50	1,0	1,0	0,8258064516129032	0,8968333333333333	0,5249617099761963

Log file store in ,/logs/log_Chi2_5_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	1	ALL	4635	1,0	1,0	0,802547770700637	0,8994476933073424	2,2049612998962402
19	2	ALL	4635	1,0	0,9999999999999999	0,7515923566878981	0,8430799220272905	2,1437180042266846
19	3	ALL	4635	1,0	1,0	0,8709677419354839	0,92775	2,223367691040039
19	4	ALL	4635	1,0	1,0	0,7870967741935484	0,917	2,2683444023132324
19	5	ALL	4635	1,0	1,0	0,7870967741935484	0,91025	2,2423648834228516

19	1	Chi2	5	1,0	1,0	0,7452229299363057	0,7986517218973358	0,3339498043060303
19	2	Chi2	5	1,0	0,9999999999999999	0,7133757961783439	0,7743664717348928	0,3723888397216797
19	3	Chi2	5	1,0	0,9999999999999999	0,7741935483870968	0,8506666666666668	0,34585142135620117
19	4	Chi2	5	1,0	1,0	0,7548387096774194	0,8308333333333333	0,2845456600189209
